Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm
243,19,338,60,343,56,322.3940086425983,186.81541692269406,322.35908768201523,193.2174940319846,0.6652,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3662,0.0168,,,,
244,19,338,60,343,56,322.3940086425983,186.81541692269406,322.35908768201523,193.2174940319846,0.6467,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.3662,0.0168,,,,
245,18,565,270,580,274,14.359336544244634,387.09301207849256,14.381394591090604,402.6164427839479,0.5817,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4273,0.0197,,,,
245,17,532,264,550,269,14.743562836470735,353.643888678993,14.782726042615677,372.3237838226293,0.5695,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5594,0.0257,,,,
246,18,565,270,580,274,14.359336544244634,387.09301207849256,14.381394591090604,402.6164427839479,0.581,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4273,0.0197,,,,
246,17,532,264,550,268,14.743562836470735,353.643888678993,14.63383097156616,372.0698859085481,0.3959,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.552,0.0254,,,,
247,18,565,270,580,274,14.359336544244634,387.09301207849256,14.381394591090604,402.6164427839479,0.5807,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4273,0.0197,,,,
247,17,532,264,550,269,14.743562836470735,353.643888678993,14.782726042615677,372.3237838226293,0.568,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5594,0.0257,,,,
248,18,565,270,580,274,14.359336544244634,387.09301207849256,14.381394591090604,402.6164427839479,0.5812,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4273,0.0197,,,,
249,17,532,264,551,269,14.743562836470735,353.643888678993,14.743562836470735,373.2907713833815,0.6635,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5876,0.027,,,,
250,17,532,264,551,269,14.743562836470735,353.643888678993,14.743562836470735,373.2907713833815,0.6683,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5876,0.027,,,,
251,17,532,264,551,269,14.743562836470735,353.643888678993,14.743562836470735,373.2907713833815,0.6635,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5876,0.027,,,,
